,Acne_vulgaris,Acute_glomerulonephritis,Acute_hepatitis,Adverse_effects_of_medical_treatment,African_trypanosomiasis,Age-related_and_other_hearing_loss,Alcohol_use_disorders,Alopecia_areata,Alzheimer's_disease_and_other_dementias,Animal_contact,Anxiety_disorders,Aortic_aneurysm,Appendicitis,Asthma,Atrial_fibrillation_and_flutter,Attention-deficit_hyperactivity_disorder,Autism_spectrum_disorders,Bacterial_skin_diseases,Bipolar_disorder,Bladder_cancer,Blindness_and_vision_loss,Brain_and_central_nervous_system_cancer,Breast_cancer,COVID-19,Cardiomyopathy_and_myocarditis,Cervical_cancer,Chagas_disease,Chronic_kidney_disease,Chronic_obstructive_pulmonary_disease,Cirrhosis_and_other_chronic_liver_diseases,Colon_and_rectum_cancer,Conduct_disorder,Conflict_and_terrorism,Congenital_birth_defects,Cystic_echinococcosis,Cysticercosis,Decubitus_ulcer,Dengue,Depressive_disorders,Dermatitis,Diabetes_mellitus,Diarrheal_diseases,Dietary_iron_deficiency,Diphtheria,Drowning,Drug_use_disorders,Eating_disorders,Ebola,Encephalitis,Endocarditis,"Endocrine,_metabolic,_blood,_and_immune_disorders",Environmental_heat_and_cold_exposure,Esophageal_cancer,Exposure_to_forces_of_nature,Exposure_to_mechanical_forces,Eye_cancer,Falls,"Fire,_heat,_and_hot_substances",Food-borne_trematodiases,Foreign_body,Fungal_skin_diseases,Gallbladder_and_biliary_diseases,Gallbladder_and_biliary_tract_cancer,Gout,Guinea_worm_disease,Gynecological_diseases,HIV_AIDS,Headache_disorders,Hemoglobinopathies_and_hemolytic_anemias,Hodgkin_lymphoma,Hypertensive_heart_disease,Idiopathic_developmental_intellectual_disability,Idiopathic_epilepsy,Inflammatory_bowel_disease,"Inguinal,_femoral,_and_abdominal_hernia",Interpersonal_violence,Intestinal_nematode_infections,Invasive_Non-typhoidal_Salmonella_(iNTS),Iodine_deficiency,Ischemic_heart_disease,Kidney_cancer,Larynx_cancer,Leishmaniasis,Leprosy,Leukemia,Lip_and_oral_cavity_cancer,Liver_cancer,Low_back_pain,Lower_extremity_peripheral_arterial_disease,Lower_respiratory_infections,Lymphatic_filariasis,Malaria,Malignant_neoplasm_of_bone_and_articular_cartilage,Malignant_skin_melanoma,Maternal_disorders,Measles,Meningitis,Mesothelioma,Motor_neuron_disease,Multiple_myeloma,Multiple_sclerosis,Nasopharynx_cancer,Neck_pain,Neonatal_disorders,Neuroblastoma_and_other_peripheral_nervous_cell_tumors,Non-Hodgkin_lymphoma,Non-melanoma_skin_cancer,Non-rheumatic_valvular_heart_disease,Onchocerciasis,Oral_disorders,Osteoarthritis,Other_cardiovascular_and_circulatory_diseases,Other_chronic_respiratory_diseases,Other_digestive_diseases,Other_intestinal_infectious_diseases,Other_malignant_neoplasms,Other_mental_disorders,Other_musculoskeletal_disorders,Other_neglected_tropical_diseases,Other_neoplasms,Other_neurological_disorders,Other_nutritional_deficiencies,Other_pharynx_cancer,Other_sense_organ_diseases,Other_skin_and_subcutaneous_diseases,Other_transport_injuries,Other_unintentional_injuries,Other_unspecified_infectious_diseases,Otitis_media,Ovarian_cancer,Pancreatic_cancer,Pancreatitis,Paralytic_ileus_and_intestinal_obstruction,Parkinson's_disease,Pertussis,Pneumoconiosis,Poisonings,Police_conflict_and_executions,Prostate_cancer,Protein-energy_malnutrition,Pruritus,Psoriasis,Pulmonary_Arterial_Hypertension,Rabies,Rheumatic_heart_disease,Rheumatoid_arthritis,Road_injuries,Scabies,Schistosomiasis,Schizophrenia,Self-harm,Sexually_transmitted_infections_excluding_HIV,Soft_tissue_and_other_extraosseous_sarcomas,Stomach_cancer,Stroke,Sudden_infant_death_syndrome,Testicular_cancer,Tetanus,Thyroid_cancer,Tracheal,"Tracheal,_bronchus,_and_lung_cancer",Trachoma,Tuberculosis,Typhoid_and_paratyphoid,Upper_digestive_system_diseases,Upper_respiratory_infections,Urinary_diseases_and_male_infertility,Urticaria,Uterine_cancer,Varicella_and_herpes_zoster,Vascular_intestinal_disorders,Viral_skin_diseases,Vitamin_A_deficiency,Yellow_fever,Zika_virus
Tuberculosis,0.9985966,0.9980395,0.9986765,0.9990432,0.998398,0.9982976,0.9976624,0.99843884,0.99820507,0.99845785,0.9972172,0.99745274,0.99787986,0.99861854,0.9976159,0.99712133,0.9977949,0.9992292,0.9978225,0.99827015,0.9983821,0.9983679,0.9985329,0.9986268,0.9982875,0.9984871,0.9984225,0.9981122,0.9983652,0.9984991,0.9983753,0.99580705,0.99767077,0.9983972,0.99830997,0.99857885,0.99835545,0.99869055,0.99806875,0.9988786,0.9984876,0.99914914,0.9987026,0.9987775,0.99833834,0.9979129,0.997996,0.9982286,0.99889475,0.9984041,0.9987436,0.99823165,0.9976966,0.9977005,0.99812365,0.99807626,0.99763554,0.9986344,0.9986716,0.9979936,0.9984903,0.99824023,0.99774784,0.9986803,0.9984002,0.9984653,0.9992683,0.9986134,0.9987429,0.99828935,0.99838656,0.99825937,0.99818444,0.99865067,0.99739385,0.9972234,0.99854136,0.99880683,0.9980446,0.9977841,0.998022,0.9978819,0.9988224,0.999439,0.99843895,0.9983577,0.99807775,0.9977982,0.99845433,0.9993404,0.9984908,0.9990806,0.9983074,0.99864817,0.9984592,0.9989148,0.99925905,0.99862325,0.99842244,0.9982559,0.9985188,0.9983426,0.99778485,0.9988329,0.9982312,0.99809146,0.9980172,0.9974937,0.9981696,0.9986722,0.9977954,0.9985898,0.99872893,0.9988343,0.9990687,0.9985412,0.99826396,0.99868745,0.9991923,0.9982605,0.9988153,0.9985082,0.9979974,0.99829155,0.9990901,0.9971386,0.99832374,0.9992808,0.99866235,0.99814343,0.9981485,0.9984476,0.99757457,0.9980354,0.9985233,0.99895006,0.9990142,0.9968546,0.99836856,0.9983812,0.99862486,0.9986318,0.9985528,0.99874115,0.99865144,0.99865,0.9980198,0.99873275,0.9990363,0.9979455,0.99758404,0.9989729,0.99820954,0.9976797,0.9983114,0.9983625,0.99806815,0.9987832,0.99820423,0.99707663,0.9984411,0.99861676,1.0000005,0.99916047,0.9986844,0.9993483,0.9986613,0.9985797,0.99826103,0.99893075,0.99773204,0.9988968,0.9983944,0.9983618,0.9980621
Typhoid_and_paratyphoid,0.99783087,0.99714833,0.9978837,0.99832773,0.998116,0.99738705,0.99679524,0.9975966,0.9972387,0.9984685,0.99630886,0.99651504,0.99747777,0.9977047,0.9965018,0.9962626,0.9970679,0.9988515,0.9967958,0.99700326,0.9975312,0.9972747,0.99739975,0.9984816,0.9973175,0.9975505,0.9979526,0.99706167,0.9971172,0.99754876,0.99736744,0.9950075,0.9975313,0.99759024,0.9979147,0.99828815,0.99746835,0.99901855,0.99709135,0.9981969,0.9975319,0.99899197,0.99811757,0.9988064,0.99801695,0.9971046,0.9972824,0.99841917,0.99869,0.9979319,0.9977883,0.99767095,0.99643207,0.9974388,0.9971992,0.99701464,0.9967316,0.99789983,0.99845475,0.99735737,0.997978,0.99731183,0.9966017,0.9978401,0.99841213,0.99751776,0.9984628,0.9978817,0.9982656,0.9972528,0.9973368,0.99753803,0.99730355,0.9978667,0.9966437,0.99674815,0.99841887,0.9996071,0.9975631,0.9966135,0.996906,0.99670595,0.99841297,0.99879515,0.99745196,0.9972847,0.99694437,0.99672496,0.99740666,0.99892086,0.998398,0.99901104,0.9971436,0.9976151,0.997681,0.99895424,0.9990235,0.9975714,0.99754465,0.99712974,0.9974801,0.9971383,0.99683446,0.9981825,0.99729156,0.9970387,0.99676836,0.9963741,0.9980097,0.99769884,0.9966836,0.9975867,0.99767125,0.9979619,0.9986947,0.9974749,0.9973915,0.99767727,0.99893767,0.99725264,0.997919,0.9977633,0.99675244,0.9973399,0.9981428,0.9969198,0.9978776,0.9985903,0.9981022,0.9971689,0.99710405,0.99771595,0.9970645,0.99704534,0.99836326,0.99797726,0.998618,0.9965257,0.9971918,0.9976493,0.9978508,0.9976759,0.99757653,0.998761,0.9979689,0.9976443,0.99755114,0.99868417,0.9987725,0.9969899,0.9969027,0.9981738,0.9971692,0.9965303,0.99730754,0.9979132,0.99717194,0.9986916,0.9971166,0.99597466,0.99713045,0.9983959,0.99916047,1.0000001,0.9978364,0.99892914,0.9976622,0.9980303,0.9972349,0.9986009,0.9970077,0.99835575,0.9978801,0.99880934,0.9982807
Upper_digestive_system_diseases,0.99872804,0.99867445,0.99893063,0.99935806,0.99659574,0.9985475,0.99796337,0.99869055,0.998402,0.997778,0.9976648,0.9985324,0.9989179,0.9989777,0.9986486,0.99740154,0.9978576,0.99865925,0.99813443,0.9994564,0.9987101,0.99914896,0.9993716,0.99786764,0.99892515,0.9993223,0.99740773,0.99894667,0.99892086,0.99938595,0.999734,0.9960595,0.9967695,0.99903804,0.99797034,0.99785143,0.9988263,0.99750286,0.998538,0.9990399,0.99923384,0.99939406,0.999088,0.99825305,0.9980518,0.99800295,0.9986038,0.99660057,0.9984916,0.9984206,0.9995691,0.9985815,0.999553,0.9969575,0.9986674,0.9989174,0.99806345,0.9989344,0.9979385,0.99821615,0.9975922,0.99961895,0.9994499,0.9989616,0.9970221,0.9996329,0.9987047,0.9991032,0.9987748,0.99897856,0.9992323,0.99838054,0.9987182,0.9995427,0.99848247,0.9969097,0.99778664,0.997852,0.9981029,0.9988641,0.9992875,0.9993579,0.997387,0.99805623,0.9988733,0.9994156,0.99935836,0.9984894,0.999266,0.9990559,0.9969498,0.99768096,0.9992465,0.99912673,0.99898744,0.99810964,0.99882466,0.9992528,0.9984315,0.99883187,0.9987134,0.99925303,0.9985481,0.9992072,0.9986731,0.99884623,0.99947613,0.9985001,0.9967506,0.99928844,0.9987293,0.9994007,0.9991628,0.9999395,0.9995799,0.9995191,0.99844015,0.9993402,0.9979626,0.9992586,0.99926865,0.9989577,0.99939084,0.99871105,0.99957514,0.99646807,0.998327,0.9988903,0.99886775,0.9993715,0.9994748,0.99955887,0.9989262,0.99833506,0.99839747,0.9988657,0.99886644,0.99613136,0.9992469,0.9988129,0.9991509,0.99891394,0.9988843,0.9976553,0.9988359,0.9991532,0.9977756,0.9976719,0.99814177,0.9981514,0.9976868,0.99858445,0.9991933,0.99946165,0.999151,0.9984333,0.99907345,0.99837977,0.99926275,0.99813384,0.9994413,0.9975882,0.9986844,0.9978364,1.0000001,0.999073,0.9995703,0.99876195,0.99951285,0.9987744,0.99919885,0.99885577,0.9985051,0.9970133,0.9966907
Upper_respiratory_infections,0.99873155,0.9984067,0.9990781,0.9993558,0.99731123,0.9987033,0.9982875,0.99853927,0.9984168,0.99864167,0.9979557,0.9978514,0.9983912,0.9993867,0.9983328,0.9977752,0.9982634,0.9991246,0.9983349,0.9984799,0.99870956,0.99846554,0.99871874,0.99931234,0.99860156,0.9988254,0.9978739,0.99876475,0.9991742,0.9988758,0.9986929,0.99657094,0.9979857,0.99864906,0.99793726,0.9981543,0.9989285,0.9988035,0.9987278,0.99917746,0.99898624,0.99959767,0.99898744,0.9991647,0.9988267,0.9985446,0.9986441,0.99830866,0.9991911,0.998519,0.9991099,0.99890935,0.99823165,0.9978912,0.99853027,0.9981247,0.99849737,0.9990272,0.99833494,0.99797785,0.998053,0.99856883,0.99805224,0.9989503,0.99785244,0.9988856,0.9994117,0.999158,0.99890524,0.99851185,0.9989765,0.99856436,0.9986163,0.9989865,0.99770355,0.9978365,0.9983648,0.99879414,0.99838793,0.9985252,0.9983112,0.99838364,0.9980553,0.99870735,0.9984842,0.9985205,0.9983206,0.99840885,0.9989352,0.99999917,0.9979299,0.9986373,0.99836874,0.9985699,0.99905217,0.99939823,0.9994295,0.99868906,0.99851197,0.9983704,0.9988375,0.99856377,0.99845266,0.99932075,0.99818593,0.9982109,0.9983847,0.997989,0.99766666,0.9989737,0.9983413,0.99910074,0.9994863,0.9991539,0.9994115,0.9986136,0.99876344,0.9989924,0.99874705,0.9983487,0.99918664,0.9989613,0.99849075,0.99878967,0.9992174,0.9976438,0.9986543,0.9995558,0.9991838,0.99846464,0.9983993,0.9989166,0.9979014,0.9981966,0.99909127,0.9991056,0.9991728,0.99734944,0.9985516,0.99882764,0.99903345,0.9988356,0.998892,0.9988725,0.99894637,0.99898976,0.9985148,0.99851704,0.9986017,0.99839234,0.99824953,0.99928683,0.9982611,0.99809396,0.9990061,0.99900156,0.9982424,0.9992301,0.9984764,0.99726623,0.9987364,0.99856937,0.9993483,0.99892914,0.999073,0.9999998,0.9990762,0.99905056,0.99868864,0.9994354,0.9983615,0.9990814,0.9987044,0.998417,0.9981374
Urinary_diseases_and_male_infertility,0.9987286,0.99932414,0.9989764,0.9994193,0.99657416,0.9987176,0.99807924,0.9987103,0.9985803,0.99781436,0.9976674,0.9985772,0.9986325,0.99903756,0.998924,0.99753535,0.99796134,0.99858344,0.9982196,0.9993734,0.99893624,0.99901056,0.9991961,0.9979485,0.99922895,0.99898237,0.9973487,0.9996529,0.9990628,0.9994631,0.9993136,0.9961776,0.996817,0.99906087,0.9976716,0.9976469,0.99889773,0.9975986,0.9985932,0.9989586,0.99953306,0.99920166,0.99924564,0.9982379,0.99803436,0.9981603,0.9985486,0.996692,0.9985331,0.99842566,0.99973,0.9987037,0.9989642,0.99694383,0.99882835,0.9987296,0.9982838,0.9989844,0.9976881,0.99804956,0.9974608,0.99936473,0.99898046,0.99938095,0.9969116,0.9994241,0.99882805,0.9991516,0.99903756,0.99884,0.99962205,0.9984814,0.99878424,0.9992886,0.998281,0.99699295,0.9975368,0.9975381,0.9983039,0.99914265,0.99935484,0.99891436,0.9972635,0.99808896,0.99885523,0.9990325,0.9991025,0.9986075,0.9995051,0.9990638,0.9969773,0.99775887,0.9990145,0.9989622,0.9991219,0.99803036,0.9988113,0.99900526,0.9985586,0.9989132,0.9989271,0.9990717,0.99853486,0.9993296,0.9987015,0.99864787,0.99904794,0.99872935,0.9966742,0.99913013,0.99888104,0.999648,0.99930835,0.99965733,0.9992297,0.9992508,0.99853027,0.9994006,0.9979666,0.99902225,0.9993753,0.9991729,0.9989858,0.99888754,0.9994697,0.9964469,0.99827147,0.9989399,0.9988117,0.99911463,0.99914664,0.9994795,0.99846596,0.9985259,0.9984512,0.9988942,0.9989377,0.9961686,0.9992667,0.9990527,0.9991478,0.99896824,0.9991469,0.99760854,0.99903506,0.99928594,0.9977672,0.99750865,0.99795914,0.9982584,0.9976109,0.9986583,0.9989328,0.9988569,0.9993924,0.9984693,0.9989514,0.9983842,0.99909776,0.99757063,0.99919283,0.9975598,0.9986613,0.9976622,0.9995703,0.9990762,0.99999994,0.99884397,0.99918455,0.9987207,0.9991176,0.9986893,0.99862957,0.9970375,0.99685687
Urticaria,0.99915045,0.9986108,0.99836177,0.99937093,0.99686587,0.9984063,0.99750966,0.99912834,0.998026,0.99875706,0.9973385,0.9974549,0.9980291,0.99911517,0.9978973,0.9972004,0.9976586,0.9991148,0.9978628,0.9979879,0.9986023,0.9981451,0.9983028,0.99819875,0.99842834,0.9980106,0.99764895,0.99831843,0.9984823,0.99848115,0.9981735,0.9956949,0.997141,0.9985804,0.9978513,0.99800473,0.99834996,0.9980238,0.9981229,0.9996724,0.9985775,0.9991141,0.998685,0.9983397,0.9980233,0.99770504,0.9982469,0.9972218,0.9988648,0.9980798,0.99890083,0.9983225,0.9976151,0.9970312,0.9981456,0.99826664,0.9975889,0.9987255,0.99775195,0.99811983,0.9983638,0.9983267,0.99754506,0.9989089,0.9974575,0.99848706,0.99851704,0.9992744,0.99871606,0.99832153,0.99861634,0.99824625,0.9985793,0.9988462,0.99747336,0.9967937,0.9979304,0.9977347,0.9977309,0.9979037,0.998011,0.9978907,0.99782205,0.99855816,0.9983125,0.9981395,0.99777913,0.9979567,0.9986076,0.9990256,0.9972996,0.99783534,0.99824756,0.99853355,0.9983787,0.99829435,0.998914,0.9983995,0.998292,0.9983475,0.998713,0.9979765,0.99819565,0.99876624,0.9979784,0.99816906,0.9979118,0.9974685,0.9971168,0.99865276,0.99788123,0.99876606,0.99888283,0.9988166,0.99885905,0.9984167,0.9981911,0.9988684,0.99811715,0.998324,0.9989726,0.9984282,0.9977848,0.9985345,0.9992626,0.9967399,0.99838567,0.9986004,0.9986813,0.9980557,0.9980037,0.99883336,0.99786013,0.9979763,0.9983185,0.9986934,0.9989703,0.9962292,0.9980378,0.99826795,0.99962157,0.9991062,0.99852705,0.99807584,0.99831516,0.99894196,0.9975971,0.9986113,0.9979843,0.9978196,0.9972732,0.998222,0.9981334,0.9975216,0.99848396,0.9983617,0.99808013,0.99845695,0.9981768,0.99717855,0.99817896,0.9974185,0.9985797,0.9980303,0.99876195,0.99905056,0.99884397,1.0000006,0.9980879,0.9990446,0.9981267,0.9989594,0.99804974,0.99769914,0.99741036
Uterine_cancer,0.9983772,0.9980251,0.99867,0.99881166,0.99608195,0.9981934,0.99778396,0.9982552,0.9979761,0.9971422,0.99744546,0.9978699,0.9983204,0.9985422,0.998171,0.9971235,0.99753004,0.9980534,0.99782884,0.9995561,0.9983203,0.99900377,0.999575,0.9976532,0.9983044,0.99986714,0.9969135,0.99855494,0.99852973,0.99887353,0.9995729,0.99592495,0.99645287,0.9984968,0.9973158,0.997296,0.99843407,0.9972315,0.9983041,0.99850386,0.9988715,0.99884206,0.998679,0.9980063,0.9976679,0.99787,0.99824613,0.99636775,0.997928,0.9975912,0.9992199,0.99813926,0.9994454,0.99669564,0.99817663,0.9987445,0.9978611,0.99842674,0.9975147,0.9974255,0.99694604,0.99904186,0.99925184,0.9984721,0.99654025,0.99988943,0.9986369,0.998617,0.99839,0.998903,0.9988628,0.9980149,0.99811345,0.9988331,0.99794775,0.9969159,0.9972795,0.9971828,0.9979766,0.9985466,0.99925524,0.99935555,0.9969733,0.99757427,0.99867165,0.99942595,0.9991696,0.9982671,0.9989028,0.9986771,0.9966741,0.9973867,0.9990302,0.99901867,0.99898636,0.9979126,0.9982167,0.9991023,0.9979784,0.99860877,0.9982689,0.99920267,0.998259,0.99883634,0.99840975,0.9987116,0.99960893,0.99790543,0.9964856,0.99895364,0.99845546,0.9989153,0.9987262,0.9994653,0.9989722,0.9994478,0.9981212,0.99889934,0.9976877,0.99919397,0.99877906,0.998606,0.99951905,0.9983298,0.99938875,0.9960902,0.9977465,0.99884635,0.99835336,0.99962455,0.99929583,0.99881315,0.99800265,0.9978356,0.9981177,0.9984428,0.99826574,0.996108,0.999356,0.99821496,0.9986204,0.9984961,0.99841833,0.9973136,0.9983333,0.99872077,0.9974736,0.9971444,0.9977942,0.99776864,0.9975273,0.99872625,0.99908984,0.9993093,0.998744,0.99805766,0.9990937,0.9981245,0.99933684,0.99765646,0.99941134,0.99755776,0.99826103,0.9972349,0.99951285,0.99868864,0.99918455,0.9980879,0.9999994,0.99840385,0.99832726,0.9986041,0.9982431,0.9967303,0.99656624
Varicella_and_herpes_zoster,0.9986607,0.9983177,0.9989047,0.9991249,0.997046,0.9984211,0.9976096,0.99862355,0.99806565,0.9985484,0.99730146,0.9975803,0.9981035,0.9986407,0.9978675,0.99713796,0.9976506,0.9991161,0.9978445,0.9980702,0.9986806,0.99830043,0.9983419,0.99856997,0.998252,0.9985219,0.9976622,0.99827296,0.99825335,0.9985362,0.9983069,0.99580604,0.9973005,0.9985775,0.9979309,0.99825084,0.99836594,0.99853283,0.9981525,0.99911773,0.99859834,0.99931645,0.9986485,0.9990476,0.998256,0.9978826,0.9981207,0.9978657,0.9993722,0.99841005,0.99884754,0.9983946,0.99784946,0.9971075,0.99809587,0.9983544,0.9978229,0.99863774,0.99796903,0.9978643,0.9982175,0.9982838,0.9977065,0.9986581,0.99746615,0.9986083,0.9990557,0.9991101,0.99873894,0.99858624,0.9985371,0.99825686,0.9984544,0.9986435,0.9975149,0.9970562,0.9980656,0.99833536,0.99795175,0.9978984,0.99806786,0.99815905,0.9978769,0.9986134,0.99838346,0.9983113,0.99796367,0.9979356,0.9985501,0.99942285,0.9975465,0.9981681,0.99835867,0.99851894,0.99867827,0.9992535,0.9994173,0.9984026,0.9982299,0.99823827,0.9986642,0.9982333,0.99819607,0.9989753,0.9980445,0.99835384,0.99818164,0.99756014,0.9974246,0.9986817,0.9979396,0.9987176,0.9987104,0.99885726,0.99916553,0.9984443,0.99818885,0.9988215,0.9983667,0.9982858,0.9989637,0.9985348,0.99824107,0.99852294,0.9991256,0.9968239,0.9983889,0.9992344,0.99883753,0.9981388,0.9980357,0.99862045,0.99777853,0.997898,0.99887776,0.9985863,0.998848,0.99651283,0.9980891,0.9983164,0.9990308,0.9987282,0.9982604,0.99873096,0.99856156,0.998753,0.9978388,0.9985031,0.9981711,0.9978261,0.9975665,0.99894524,0.9982652,0.9977133,0.99859923,0.9985557,0.99820787,0.9991364,0.9982737,0.9971986,0.998312,0.9981643,0.99893075,0.9986009,0.9987744,0.9994354,0.9987207,0.9990446,0.99840385,0.9999998,0.99801415,0.9995533,0.9983799,0.9983044,0.9979885
Vascular_intestinal_disorders,0.99785405,0.9983345,0.9980946,0.99889857,0.995458,0.9978531,0.9971756,0.997807,0.9977141,0.9973391,0.99675333,0.99875325,0.99868387,0.9982571,0.99841577,0.9964647,0.99698204,0.9978915,0.99724257,0.9984324,0.99816513,0.9983555,0.99828297,0.9971695,0.9989364,0.99803543,0.99669594,0.99860424,0.99830014,0.99895096,0.99872416,0.9950185,0.99612343,0.99853414,0.9972355,0.9969306,0.9984314,0.99676853,0.99776316,0.99819356,0.99875075,0.99862796,0.998471,0.99730045,0.9975781,0.99723285,0.9978036,0.9958223,0.9979521,0.9982135,0.9989659,0.99849886,0.998515,0.99628115,0.9986895,0.9980521,0.99737316,0.99870944,0.99689263,0.99796546,0.9966322,0.9990967,0.998607,0.99842274,0.996038,0.9986758,0.997748,0.99862885,0.99820805,0.9978543,0.99890435,0.9973955,0.9981013,0.9988129,0.9982257,0.9961045,0.99672097,0.99704665,0.9970538,0.99883354,0.99842435,0.99826765,0.99654424,0.9970758,0.9979776,0.99829745,0.9986373,0.9978905,0.9990535,0.99834657,0.9957604,0.99670297,0.9984299,0.99813855,0.99838096,0.9970652,0.9982992,0.9982224,0.9977298,0.9978804,0.9980415,0.9983435,0.99802077,0.9987783,0.9980256,0.99773425,0.9983017,0.9984501,0.9954679,0.9984982,0.9982387,0.99923146,0.9986054,0.9992444,0.9988576,0.99855584,0.9975848,0.9987298,0.99698925,0.99830115,0.9987541,0.99826777,0.99823785,0.9980821,0.99862504,0.9958669,0.9980637,0.9978784,0.9982026,0.9983615,0.9986312,0.99934375,0.9987717,0.997732,0.99767864,0.9980563,0.9984551,0.9953076,0.9982295,0.9983074,0.99847573,0.99799496,0.9985408,0.99677014,0.99841547,0.99839085,0.9972362,0.9965907,0.9970995,0.9972466,0.9968217,0.99748546,0.99826086,0.99844825,0.9989645,0.99790484,0.9980783,0.99751425,0.9981768,0.9972616,0.99843276,0.99634963,0.99773204,0.9970077,0.99919885,0.9983615,0.9991176,0.9981267,0.99832726,0.99801415,1.0000001,0.9979544,0.99768794,0.9961214,0.9959772
Viral_skin_diseases,0.9989967,0.99827695,0.99877775,0.99897325,0.9974826,0.9983386,0.997522,0.9989483,0.9981236,0.99838895,0.9971301,0.9974097,0.99777025,0.99847496,0.997349,0.99692565,0.99760354,0.99931014,0.9976974,0.998262,0.9985839,0.99851125,0.99855715,0.998082,0.9982069,0.99873173,0.997981,0.99791896,0.9979684,0.99850893,0.99846303,0.9956656,0.9970571,0.9986445,0.9980053,0.99829894,0.9981451,0.9983698,0.99795324,0.99930036,0.9984474,0.99915403,0.998515,0.99861276,0.99778926,0.9976985,0.99806523,0.99773794,0.99923414,0.99824107,0.99883807,0.99807966,0.99791145,0.99693793,0.9980915,0.99860454,0.9972289,0.99861723,0.9981702,0.9979995,0.9986461,0.9982952,0.99782926,0.99853045,0.9976256,0.99883395,0.998975,0.9988108,0.99868083,0.9985733,0.99829525,0.99825144,0.9982678,0.99872553,0.99745214,0.9968548,0.9982412,0.99828696,0.997581,0.99752164,0.99815106,0.998339,0.99830127,0.9987095,0.9986352,0.9987303,0.9981354,0.99766374,0.9984438,0.9990601,0.99759245,0.9981113,0.99855095,0.99886274,0.99844617,0.9986621,0.9991656,0.9985733,0.9983506,0.9983283,0.9985748,0.9984796,0.9978751,0.99885154,0.99841666,0.9985349,0.99853265,0.99734277,0.9975317,0.9989433,0.9978202,0.99852496,0.99848646,0.99894285,0.9991603,0.9987809,0.99807274,0.998806,0.99848676,0.9985409,0.9988834,0.99829143,0.99836874,0.9984192,0.9993615,0.9964571,0.9981324,0.9991041,0.99864227,0.99841,0.9982312,0.99857837,0.9977171,0.99799985,0.9985617,0.99859685,0.99881005,0.9962516,0.99828875,0.9980694,0.9991033,0.9989339,0.9982892,0.9985148,0.99822927,0.99870026,0.9974126,0.99866146,0.9983352,0.9977564,0.997214,0.9988178,0.9985583,0.99784696,0.9982451,0.998236,0.99839115,0.99861914,0.99824727,0.9973696,0.9984237,0.99800265,0.9988968,0.99835575,0.99885577,0.9990814,0.9986893,0.9989594,0.9986041,0.9995533,0.9979544,1.0000002,0.9982282,0.9981663,0.9979087
Vitamin_A_deficiency,0.99834454,0.9977066,0.9984802,0.9985309,0.9969276,0.99819124,0.99800384,0.99807215,0.9981899,0.9975868,0.9974065,0.99671614,0.9972447,0.9987505,0.99748296,0.99755025,0.9978575,0.9979812,0.9977783,0.9978706,0.99846,0.9977988,0.99840516,0.99781436,0.99792033,0.9984109,0.997377,0.9985527,0.9984033,0.9984826,0.99832535,0.9963643,0.9967603,0.99814075,0.99706084,0.99753135,0.99808383,0.99779135,0.99836713,0.9985474,0.99899393,0.99889195,0.99945474,0.9986725,0.9980232,0.99809504,0.9982359,0.9968481,0.99793214,0.9969701,0.99900854,0.99843466,0.9976082,0.9974345,0.99785334,0.99746287,0.9980024,0.9983498,0.99802905,0.99674934,0.9970505,0.9979651,0.9974722,0.9985516,0.99767536,0.9984573,0.99882036,0.99828494,0.99878263,0.99766254,0.9988005,0.99824995,0.9979792,0.99846816,0.99676746,0.99717844,0.9980189,0.99781287,0.9992281,0.9979006,0.9975648,0.9976431,0.9974455,0.998056,0.99786305,0.9980577,0.9978697,0.9979485,0.9984465,0.99869835,0.9976215,0.9983562,0.99759215,0.997977,0.9989132,0.9985875,0.99815583,0.9977768,0.99796695,0.99762577,0.9982058,0.9981196,0.99769634,0.9990618,0.9979495,0.99736524,0.9978377,0.9971377,0.99741364,0.9986531,0.9979646,0.99853104,0.99860287,0.9986118,0.9986812,0.997978,0.99827516,0.9984768,0.998326,0.99765193,0.99859816,0.99969906,0.9977914,0.9984173,0.99865305,0.99641335,0.99761647,0.9988564,0.998226,0.997946,0.99775225,0.99808055,0.9969161,0.9979023,0.99866635,0.9984079,0.998775,0.9963608,0.9981222,0.9993274,0.998389,0.9983355,0.9985875,0.9979208,0.9981605,0.9984495,0.9976774,0.99781954,0.998233,0.9978707,0.9975748,0.9987244,0.9974677,0.9975942,0.99842626,0.9985374,0.9975427,0.9988515,0.99774396,0.99580705,0.9979687,0.9984091,0.9983944,0.9978801,0.9985051,0.9987044,0.99862957,0.99804974,0.9982431,0.9983799,0.99768794,0.9982282,0.99999946,0.99748546,0.9969755
