MeSH Terms,All of Us,Estonian Biobank,FinnGen,Million Veteran Program,UK Biobank
multilevel analysis,0,0,0,0,1
multilocus sequence typing,0,0,0,1,0
multimodal imaging,0,0,0,3,6
multimorbidity,0,0,0,2,83
multiomics,1,1,8,0,13
multiple birth offspring,0,0,0,0,1
multiple chronic conditions,0,0,1,0,1
multiple myeloma,0,0,4,2,4
multiple organ failure,0,0,0,1,0
multiple sclerosis,0,0,12,1,40
multiple trauma,0,0,0,0,2
multiplex polymerase chain reaction,0,0,0,2,0
multiprotein complexes,0,0,0,2,0
multivariate analysis,1,0,5,25,34
mumps,0,0,0,0,1
muscarinic agonists,0,0,0,2,0
muscarinic antagonists,0,0,0,1,0
muscle contraction,1,0,0,8,0
muscle development,0,0,0,0,1
muscle fatigue,0,0,0,1,0
"muscle fibers, skeletal",0,0,0,0,4
"muscle fibers, slow-twitch",0,0,0,0,1
muscle proteins,0,0,0,3,3
muscle strength,1,0,1,1,17
muscle strength dynamometer,0,0,0,1,2
muscle weakness,0,0,0,0,2
"muscle, skeletal",3,0,2,6,44
"muscle, smooth",0,0,0,3,0
"muscle, smooth, vascular",0,0,0,0,1
muscles,0,0,1,0,9
muscular atrophy,0,0,0,0,1
"muscular atrophy, spinal",0,0,0,0,1
muscular diseases,1,0,1,1,2
"muscular dystrophy, duchenne",0,0,0,1,0
musculoskeletal abnormalities,0,0,0,1,0
musculoskeletal diseases,0,0,1,1,4
musculoskeletal pain,0,0,0,1,9
music,2,0,0,0,0
mustard gas,1,0,0,0,0
mutagenesis,1,0,0,1,1
"mutagenesis, insertional",0,0,0,0,1
"mutagenesis, site-directed",0,0,0,1,0
mutant proteins,0,0,0,0,1
mutation,7,2,9,26,104
mutation accumulation,0,0,0,0,1
mutation rate,0,1,0,0,2
"mutation, missense",0,1,3,4,30
mutl protein homolog 1,0,0,1,2,1
muts homolog 2 protein,0,0,0,1,1
myasthenia gravis,0,0,0,1,2
mycobacterium,0,0,0,1,0
mycobacterium bovis,0,0,0,1,0
mycobacterium tuberculosis,1,0,0,2,1
mycosis fungoides,1,0,0,0,0
myelodysplastic syndromes,1,0,0,0,1
myeloid cells,0,0,1,0,1
myeloid differentiation factor 88,0,0,0,1,0
myelopoiesis,0,0,0,0,2
myeloproliferative disorders,0,0,0,0,2
myoblasts,0,0,0,1,0
myocardial contraction,0,0,0,14,4
myocardial infarction,5,1,14,11,145
myocardial ischemia,3,0,5,12,47
myocardial revascularization,0,0,0,2,0
myocarditis,1,0,1,0,0
myocardium,1,0,1,11,13
"myocytes, cardiac",0,0,1,1,3
"myocytes, smooth muscle",0,0,0,3,1
myofibroblasts,0,0,0,0,1
myopia,0,0,2,2,31
"myopia, degenerative",0,0,0,0,2
myosin heavy chains,0,0,0,3,0
myosin type i,0,0,0,1,0
myosin type v,0,0,0,2,0
myosins,0,0,0,0,1
myositis,0,0,1,0,0
myotonic dystrophy,0,0,0,1,0
mythology,2,0,0,0,0
mytilus,0,0,0,1,0
mytilus edulis,0,0,0,1,0
n-acetylgalactosaminyltransferases,0,0,0,0,1
n-acetylglucosaminyltransferases,0,0,0,0,1
n-formylmethionine leucyl-phenylalanine,0,0,0,1,0
"n-methyl-3,4-methylenedioxyamphetamine",0,0,0,1,0
n-methylaspartate,0,0,0,1,0
n-myc proto-oncogene protein,0,0,0,1,1
nadph oxidase 4,0,0,0,1,0
nadph oxidases,0,0,0,1,0
nails,0,0,1,0,3
naloxone,0,0,0,0,1
naltrexone,1,0,0,0,0
nanocapsules,0,0,0,2,0
nanog homeobox protein,0,0,0,1,0
nanoparticles,1,0,0,12,0
nanostructures,0,0,0,2,0
nanotechnology,2,0,0,1,0
naphthyridines,0,0,0,1,0
narcolepsy,0,0,2,0,0
narcotics,0,0,1,0,0
narration,2,0,0,0,0
narrow band imaging,0,0,0,5,0
nasal cartilages,0,0,0,1,0
nasal polyps,0,0,0,0,2
nasal septum,0,0,0,1,0
nasopharyngeal carcinoma,0,0,0,1,1
nasopharyngeal neoplasms,0,0,0,1,1
nasopharynx,0,0,0,0,1
national health programs,1,0,0,1,4
"national heart, lung, and blood institute (u.s.)",0,0,0,0,1
national human genome research institute (u.s.),2,0,0,0,0
national institutes of health (u.s.),24,0,0,0,0
national socialism,1,0,0,0,0
natriuresis,0,0,0,0,1
"natriuretic peptide, brain",0,0,0,1,1
natural disasters,1,0,0,0,0
natural language processing,0,0,0,0,2
naturopathy,1,0,0,0,0
nav1.7 voltage-gated sodium channel,0,0,0,0,2
nav1.8 voltage-gated sodium channel,0,0,0,0,1
neanderthals,0,0,0,0,5
neck,0,0,0,1,1
neck dissection,0,0,0,1,0
neck pain,0,0,0,0,3
necrosis,0,0,0,3,0
nedd4 ubiquitin protein ligases,0,0,0,0,1
needs assessment,6,0,0,0,0
negativism,1,0,0,0,0
negotiating,1,0,0,0,0
neighborhood characteristics,0,0,0,0,2
"neisseria meningitidis, serogroup a",0,0,0,3,0
neoadjuvant therapy,0,0,0,4,0
neocortex,0,0,0,0,1
neointima,0,0,0,1,0
neonatal screening,1,0,0,0,3
neonatology,1,0,0,0,0
neoplasm grading,0,1,0,4,1
neoplasm invasiveness,0,0,1,7,2
neoplasm metastasis,2,0,0,10,0
neoplasm proteins,1,0,1,41,15
"neoplasm recurrence, local",0,0,0,11,0
neoplasm staging,1,0,0,22,1
neoplasm transplantation,0,0,0,4,0
neoplasms,28,0,20,24,274
"neoplasms, experimental",0,0,0,1,0
"neoplasms, germ cell and embryonal",0,0,0,0,1
"neoplasms, neuroepithelial",0,0,0,2,0
"neoplasms, radiation-induced",3,0,0,0,1
"neoplasms, second primary",0,0,1,0,5
"neoplastic cells, circulating",0,0,0,1,0
neoplastic stem cells,0,0,0,3,0
"neoplastic syndromes, hereditary",0,0,0,1,1
neopterin,0,0,0,0,1
neostigmine,0,0,0,1,0
neostriatum,0,0,0,0,1
"neovascularization, pathologic",2,0,0,15,1
"neovascularization, physiologic",0,0,0,1,0
nephrectomy,0,0,0,1,0
"nephritis, hereditary",0,0,0,0,2
"nephritis, interstitial",0,0,1,0,1
nephroblastoma overexpressed protein,0,0,1,0,0
nephrolithiasis,1,0,1,0,0
nephrology,0,0,0,0,1
"nephrostomy, percutaneous",1,0,0,0,0
nephrotic syndrome,0,0,0,0,1
nerve degeneration,0,0,0,0,1
nerve fibers,0,0,0,0,19
nerve growth factors,0,0,0,0,1
nerve net,1,0,1,1,27
nerve tissue proteins,0,0,3,2,20
nervous system,2,0,0,0,1
nervous system diseases,3,0,1,0,5
nervous system neoplasms,0,0,0,1,1
nestin,0,0,0,2,0
netherlands,0,0,0,0,9
netrin-1,0,0,0,0,2
neural cell adhesion molecules,0,0,0,0,1
neural inhibition,0,0,0,1,0
"neural networks, computer",4,0,1,7,55
neural pathways,0,0,0,2,14
neural prostheses,0,0,0,5,0
neural tube defects,1,0,0,1,0
neuralgia,0,0,1,0,5
"neuralgia, postherpetic",0,0,2,0,0
neuregulins,0,0,1,0,0
neurilemmoma,0,0,0,0,2
neurites,0,0,0,2,2
neuroanatomy,0,0,0,1,4
neurobiology,1,0,0,0,0
neuroblastoma,0,0,0,2,2
neurocognitive disorders,0,0,1,0,1
neurodegenerative diseases,1,0,4,1,44
neurodevelopmental disorders,0,0,0,1,8
neuroendocrine tumors,0,0,2,1,1
neurofibrillary tangles,0,0,0,1,0
neurofibromatoses,0,0,0,0,1
neurofibromatosis 1,0,0,0,0,1
neurofibromatosis 2,0,0,0,0,1
neurofilament proteins,0,0,0,0,2
neurogenesis,0,0,0,0,3
neuroimaging,0,0,1,1,125
neuroimmunomodulation,1,0,0,0,0
neuroinflammatory diseases,0,0,0,0,2
neurokinin-1 receptor antagonists,0,0,0,1,0
neuroleptic malignant syndrome,1,0,0,0,0
neurology,3,0,0,0,0
"neuroma, acoustic",0,0,0,0,1
neuromuscular agents,0,0,0,1,0
neuromuscular junction,0,0,0,0,1
neuromyelitis optica,0,0,0,0,1
neuronal outgrowth,0,0,0,0,1
neuronal plasticity,1,0,0,1,4
neurons,0,0,1,3,5
neuropathology,0,0,0,1,0
neuropeptides,0,0,0,3,1
neuroprotective agents,0,0,0,1,0
neuropsychological tests,0,0,2,11,37
neurosciences,1,0,0,0,0
neurosurgery,1,0,0,0,0
neurosurgical procedures,1,0,0,0,0
neuroticism,0,1,5,1,58
neutropenia,0,0,0,1,0
neutrophil activation,0,0,0,1,1
neutrophils,1,0,2,3,25
nevus,1,0,0,0,1
new south wales,0,0,0,1,1
new york,1,0,0,0,0
new zealand,2,0,0,0,2
newspapers as topic,1,0,0,0,0
nf-e2-related factor 2,0,0,0,0,1
nf-kappa b,0,0,0,2,2
nf-kappa b p50 subunit,0,0,2,0,3
nfatc transcription factors,0,0,0,1,0
ng-nitroarginine methyl ester,1,0,0,1,0
nicorandil,0,0,0,1,0
nicotine,0,0,0,0,8
nicotinic antagonists,0,0,0,1,0
nigeria,0,0,0,2,1
nima-related kinases,0,0,0,0,1
nipples,0,0,0,1,0
nitrates,0,0,0,0,1
nitric oxide,1,0,0,3,6
nitric oxide synthase,1,0,0,1,0
nitric oxide synthase type ii,1,0,0,0,0
nitric oxide synthase type iii,0,0,0,0,2
nitriles,0,0,0,1,0
nitrogen,0,0,0,1,2
nitrogen dioxide,0,0,1,0,93
nitrogen oxides,0,0,1,0,23
"nlr family, pyrin domain-containing 3 protein",0,0,0,0,2
nlr proteins,0,0,0,1,0
no-observed-adverse-effect level,1,0,0,0,0
nobel prize,1,0,0,0,0
nociception,0,0,0,0,1
noise,0,0,0,1,7
"noise, occupational",0,0,0,0,1
"noise, transportation",0,0,0,0,10
nomograms,0,0,0,1,4
non-alcoholic fatty liver disease,0,1,28,5,126
non-nutritive sweeteners,0,0,0,0,1
non-smokers,0,0,0,0,3
noncommunicable diseases,0,0,1,0,7
nonlinear dynamics,0,0,0,1,3
nonoxynol,0,0,16,0,9
nonprescription drugs,1,0,0,0,0
noonan syndrome,0,0,0,0,1
norepinephrine,0,0,0,2,0
normal distribution,0,0,0,0,2
north carolina,2,0,0,1,0
northern ireland,1,0,0,0,1
nortriptyline,0,0,0,0,1
norway,0,0,0,1,10
norwood procedures,0,0,0,1,0
nose,0,0,0,1,0
"nose deformities, acquired",0,0,0,1,0
nose diseases,0,0,1,0,1
nuclear envelope,0,0,0,2,0
nuclear localization signals,0,0,0,1,1
"nuclear magnetic resonance, biomolecular",0,0,0,1,1
nuclear pore,0,0,0,2,0
nuclear proteins,1,0,3,8,12
nuclear receptor co-repressor 2,0,0,1,0,1
"nuclear receptor subfamily 1, group f, member 2",0,0,0,0,1
nuclear warfare,1,0,0,0,0
nucleic acid denaturation,0,0,0,1,0
nucleic acids,0,0,0,1,0
nucleocytoplasmic transport proteins,0,0,1,1,0
nucleoside-phosphate kinase,0,0,0,0,1
nucleotide transport proteins,0,0,0,1,0
nucleotides,0,0,0,1,2
nucleotidyltransferases,0,0,0,0,1
nucleus accumbens,0,0,0,0,4
"numerical analysis, computer-assisted",0,0,0,1,1
nurse administrators,2,0,0,0,0
nurse practitioners,1,0,0,0,0
nurse's role,6,0,0,0,0
nurse-patient relations,4,0,0,0,0
nurses,2,0,0,0,0
nursing,1,0,0,0,0
nursing care,1,0,0,0,0
nursing education research,1,0,0,0,0
nursing homes,1,0,0,0,0
nursing methodology research,1,0,0,0,0
nursing research,4,0,0,0,0
nursing staff,3,0,0,0,0
"nursing staff, hospital",2,0,0,0,0
nutrients,0,0,2,0,10
nutrition assessment,0,0,0,0,4
nutrition disorders,0,0,0,0,1
nutrition policy,0,0,0,0,2
nutrition surveys,1,0,10,0,55
nutritional physiological phenomena,0,0,0,0,3
nutritional requirements,1,0,0,0,0
nutritional status,1,0,2,2,15
nutritive value,0,0,0,0,2
nuts,0,0,0,1,1
o-(chloroacetylcarbamoyl)fumagillol,1,0,0,0,0
obesity,18,3,39,16,409
obesity paradox,0,0,0,0,1
"obesity, abdominal",0,0,5,0,49
"obesity, metabolically benign",0,0,0,1,11
"obesity, morbid",1,0,0,1,3
object attachment,1,0,0,0,0
observational studies as topic,2,0,4,2,18
observer variation,0,0,0,12,8
obsessive behavior,1,0,0,0,0
obsessive-compulsive disorder,2,0,0,0,1
obstetric labor complications,0,0,0,1,0
"obstetric labor, premature",0,0,1,1,0
occipital lobe,0,0,0,0,2
occupational diseases,2,0,0,0,5
occupational exposure,4,0,2,4,20
occupational health,4,0,0,0,2
occupational health services,1,0,0,0,0
occupational medicine,1,0,0,0,0
occupational stress,1,0,0,0,1
occupations,1,0,0,0,12
octreotide,0,0,0,1,0
ocular hypertension,1,0,1,0,3
oculomotor nerve,0,0,0,1,0
odds ratio,2,0,28,14,105
odontogenic cysts,0,0,0,1,0
odontometry,1,0,0,0,0
oedipus complex,1,0,0,0,0
office management,1,0,0,0,0
ohio,1,0,0,1,0
oleic acid,0,0,0,0,1
oligodendroglioma,0,0,0,3,0
oligodeoxyribonucleotides,0,0,0,1,0
oligohydramnios,0,0,0,11,0
oligonucleotide array sequence analysis,0,1,0,7,7
"oligonucleotides, antisense",0,0,0,1,0
oligopeptides,0,0,0,1,0
omeprazole,0,0,0,0,3
oncogene proteins,0,0,0,1,1
"oncogene proteins, fusion",1,0,0,1,0
"oncogene proteins, viral",0,0,0,0,2
oncogenes,0,0,1,1,0
oncorhynchus mykiss,0,0,0,1,0
one health,1,0,0,0,0
one-lung ventilation,0,0,0,1,0
onions,0,0,0,0,1
online systems,0,0,0,1,1
ontario,1,0,0,4,1
onychomycosis,1,0,0,0,0
oocyte donation,0,0,0,2,0
oocyte retrieval,0,0,0,2,0
oocytes,0,0,0,4,0
oogenesis,0,0,0,2,0
open reading frames,0,0,0,3,4
operative time,0,0,0,1,0
opiate substitution treatment,0,0,0,1,0
opioid-related disorders,1,0,1,7,4
opportunistic infections,1,0,0,0,0
"optic atrophy, hereditary, leber",0,0,0,0,1
optic disk,0,0,0,0,9
optic nerve,0,0,0,1,1
optic nerve diseases,0,0,0,0,1
optic nerve neoplasms,0,0,0,1,0
optic neuritis,0,0,2,0,1
optometry,1,0,0,0,0
orai1 protein,0,0,0,0,1
oral health,3,0,0,0,11
oral hygiene,1,0,0,0,0
"oral surgical procedures, preprosthetic",0,0,0,2,0
oral ulcer,0,0,0,0,5
oregon,2,0,0,2,0
orexin receptors,0,0,0,0,1
organ size,0,0,1,6,47
organ sparing treatments,0,0,0,1,0
organ specificity,0,0,0,2,15
organ transplantation,2,0,0,0,2
organelles,1,0,0,1,0
organic anion transporters,0,0,0,1,0
"organic anion transporters, sodium-independent",0,0,0,0,1
organic cation transport proteins,0,0,0,1,0
organic cation transporter 1,0,0,0,1,0
organic chemicals,0,0,0,1,0
organisation for economic co-operation and development,1,0,0,0,0
"organisms, genetically modified",1,0,0,0,0
organizational case studies,1,0,0,0,0
organizational culture,3,0,0,0,0
organizational innovation,4,0,0,0,1
organizational objectives,8,0,0,0,2
organizational policy,2,0,0,0,0
organizations,1,0,0,1,0
organogenesis,0,0,0,2,1
organoids,0,0,0,1,0
organometallic compounds,0,0,0,1,1
organophosphorus compounds,0,0,0,2,0
organoplatinum compounds,0,0,0,2,0
organotechnetium compounds,0,0,0,1,0
organothiophosphorus compounds,0,0,0,1,0
orgasm,1,0,0,0,0
orientation,0,0,0,2,0
oropharyngeal neoplasms,0,0,0,3,4
oropharynx,0,0,0,1,0
orosomucoid,0,1,0,0,0
orotic acid,0,0,0,2,0
orthodontics,1,0,0,0,0
orthognathic surgical procedures,1,0,0,0,0
orthomyxoviridae infections,0,0,0,2,0
orthopedic procedures,0,0,0,0,2
orthopedics,1,0,0,0,0
oryzias,0,0,0,0,1
osmotic fragility,0,0,0,0,1
osmotic pressure,0,0,0,2,0
ossicular prosthesis,0,0,0,3,0
ossicular replacement,0,0,0,1,0
"ossification, heterotopic",0,0,0,1,0
osteoarthritis,0,0,5,0,38
"osteoarthritis, hip",0,0,3,0,30
"osteoarthritis, knee",0,0,3,1,33
osteoblasts,0,0,0,2,1
osteocalcin,0,0,0,0,1
osteochondrodysplasias,0,0,0,0,1
osteoclasts,1,0,0,2,2
osteocytes,0,0,0,0,1
osteogenesis,0,0,0,2,1
osteogenesis imperfecta,0,0,0,0,1
osteomyelitis,0,0,1,0,2
osteonecrosis,0,0,3,1,0
osteopetrosis,1,0,0,0,0
osteophyte,0,0,0,0,4
osteoporosis,3,0,20,1,78
"osteoporosis, postmenopausal",0,0,1,0,0
osteoporotic fractures,1,0,1,0,21
osteoprotegerin,0,0,1,2,1
osteosarcoma,0,0,0,2,1
otitis media,0,0,1,1,0
"otitis media, suppurative",0,0,1,0,0
otolaryngology,1,0,0,0,0
otorhinolaryngologic diseases,1,0,1,0,1
otorhinolaryngologic surgical procedures,0,0,0,1,0
otosclerosis,0,0,0,1,0
out-of-hospital cardiac arrest,0,0,0,1,0
"outcome and process assessment, health care",0,0,0,2,0
"outcome assessment, health care",2,0,0,3,13
outpatients,0,0,0,2,1
ovarian cysts,0,0,0,0,1
ovarian diseases,0,0,0,0,1
ovarian follicle,0,0,0,3,0
ovarian neoplasms,1,0,5,4,29
ovarian reserve,0,0,0,0,1
ovariectomy,0,0,0,0,9
ovary,0,0,0,0,2
overnutrition,0,0,0,0,1
overweight,2,0,1,3,45
ovulation,0,0,1,0,1
ovulation induction,0,0,0,6,0
ovum,0,0,0,1,0
ownership,2,0,0,1,0
oxalates,0,0,0,0,1
oxaliplatin,0,0,0,1,1
oxazolidinones,0,0,0,0,1
oxidants,0,0,0,1,0
oxidation-reduction,1,1,0,10,1
oxidative phosphorylation,0,0,0,1,0
oxidative stress,1,0,1,11,5
oxidopamine,0,0,0,1,0
oxidoreductases,0,0,0,1,0
"oxidoreductases, n-demethylating",0,0,0,0,1
oxotremorine,0,0,0,2,0
oxycodone,1,0,0,0,0
oxygen,1,0,0,3,2
oxygen consumption,0,0,0,2,2
oxygen inhalation therapy,1,0,0,0,0
oxylipins,0,0,0,1,0
oxytetracycline,0,0,0,1,0
oxytocin,1,0,0,0,2
ozone,0,0,0,0,3
p38 mitogen-activated protein kinases,0,0,0,1,0
"pacemaker, artificial",0,0,0,19,1
pacific island people,0,0,0,0,1
paclitaxel,2,0,1,5,1
pain,3,0,3,5,18
pain management,2,0,0,0,2
pain measurement,1,0,0,1,3
pain threshold,0,0,0,0,1
"pain, postoperative",1,0,0,0,0
paired box transcription factors,0,0,0,0,1
palatine tonsil,0,0,0,0,1
palliative care,5,0,0,7,0
palliative medicine,1,0,0,0,0
pancreas,0,0,1,1,6
"pancreas, exocrine",0,0,0,0,2
pancreatic diseases,1,0,1,0,3
pancreatic neoplasms,0,1,6,6,31
pancreatitis,0,0,8,0,13
"pancreatitis, chronic",0,0,7,1,9
pancreatitis-associated proteins,0,0,0,0,1
pandemics,44,0,0,9,51
panic disorder,0,0,0,6,1
pantoprazole,0,0,0,0,1
papillary muscles,0,0,0,36,0
papillomaviridae,0,1,0,2,0
papillomavirus infections,2,1,0,3,4
papillomavirus vaccines,1,1,0,0,0
parabens,0,0,0,0,1
paracentesis,0,0,0,1,0
paracrine communication,0,0,0,1,0
paraffin embedding,0,0,0,2,0
paraganglioma,0,0,0,1,0
parahippocampal gyrus,0,0,0,1,2
paranoid disorders,1,0,0,0,0
paraspinal muscles,0,0,0,0,1
parathyroid hormone,0,0,0,0,3
paraventricular hypothalamic nucleus,0,0,0,0,1
parenteral nutrition,0,0,0,1,0
"parenteral nutrition, total",0,0,0,7,0
parenting,0,0,0,0,1
parents,2,1,1,0,20
parietal lobe,0,0,0,1,3
paris,1,0,0,0,0
parity,0,0,0,0,9
parkinson disease,0,0,9,2,76
parkinsonian disorders,0,0,0,0,2
"parks, recreational",0,0,0,0,12
partial pressure,0,0,0,1,0
particle accelerators,0,0,0,1,0
particle size,0,1,1,1,1
particulate matter,3,0,8,0,179
parturition,0,0,0,0,6
patellar ligament,0,0,0,0,1
paternal age,0,0,0,0,1
paternal inheritance,0,0,0,0,1
pathology,1,0,0,0,0
"pathology, clinical",0,0,0,1,0
"pathology, molecular",0,0,0,1,1
"pathology, veterinary",1,0,0,0,0
patient acceptance of health care,11,0,0,7,1
patient acuity,0,0,1,0,2
patient admission,2,0,0,0,1
patient advocacy,6,0,0,0,1
patient care,4,0,0,2,0
patient care planning,2,0,0,1,1
patient care team,2,0,0,1,0
patient compliance,1,1,0,2,5
patient discharge,1,0,0,3,1
patient dropouts,0,0,0,0,1
patient education as topic,1,0,0,2,0
patient health questionnaire,1,0,0,0,7
patient outcome assessment,0,0,1,0,3
patient participation,6,0,0,2,0
patient portals,1,0,0,0,0
patient positioning,0,0,0,1,0
patient preference,2,0,0,0,1
patient readmission,2,0,1,2,1
patient rights,2,0,0,0,0
patient safety,1,0,0,0,1
patient satisfaction,5,0,0,8,0
patient selection,9,0,0,11,10
patient simulation,0,0,0,2,0
patient-centered care,2,0,0,1,0
patient-specific modeling,0,0,1,0,0
patients,3,0,0,1,0
"pattern recognition, automated",0,0,0,8,2
"pattern recognition, visual",0,0,0,4,0
pax8 transcription factor,0,0,1,0,2
pc12 cells,0,0,0,1,0
pcsk9 inhibitors,0,0,1,0,3
peak expiratory flow rate,0,0,0,0,2
pectus carinatum,0,0,0,1,0
pediatric nursing,2,0,0,0,0
pediatric obesity,0,0,2,0,19
pediatricians,0,0,0,1,0
pediatrics,6,0,0,0,1
pediculus,1,0,0,0,0
pedigree,1,1,1,13,35
peer group,1,0,0,0,1
peer influence,0,0,0,0,1
peer review,0,0,0,0,1
"peer review, research",1,0,0,0,0
pelvic floor,0,0,0,1,0
pelvic organ prolapse,0,0,1,0,2
pelvis,0,0,0,1,1
pemetrexed,0,0,0,1,0
"pemphigoid, bullous",1,0,1,0,1
pemphigus,1,0,0,0,0
penetrance,1,0,0,0,33
penicillin g,0,0,0,1,0
penile erection,0,0,0,0,1
penile neoplasms,0,0,0,1,0
pennsylvania,2,0,0,1,0
pensions,1,0,0,0,1
peptic ulcer,0,0,1,0,6
peptide fragments,1,0,0,1,5
peptide hormones,0,0,1,0,1
peptide hydrolases,1,0,0,2,0
peptide synthases,0,0,0,1,0
peptides,0,0,0,3,0
"peptides, cyclic",0,0,0,1,0
peptidyl-dipeptidase a,0,0,1,1,2
perception,3,0,0,1,1
perceptual masking,0,0,0,0,2
percutaneous coronary intervention,0,0,1,8,2
perforator flap,1,0,0,0,0
perfusion,1,0,0,2,0
periaqueductal gray,0,0,0,1,0
pericardial effusion,0,0,0,2,0
pericarditis,0,0,0,0,1
pericardium,0,0,1,5,4
perilipin-1,0,0,0,0,1
perinatal care,0,0,0,1,0
perindopril,0,0,0,0,1
periodicals as topic,9,0,0,0,1
periodicity,1,0,0,0,0
periodontal diseases,0,0,3,0,6
periodontitis,0,0,9,1,16
perioperative care,0,0,0,5,0
perioperative nursing,1,0,0,0,0
perioperative period,0,0,0,1,0
periosteum,0,0,0,1,0
peripheral arterial disease,1,0,4,7,18
peripheral nervous system diseases,0,0,0,0,2
peripheral vascular diseases,0,0,0,1,2
peritoneal dialysis,1,0,0,2,0
"peritoneal dialysis, continuous ambulatory",0,0,0,1,0
peritoneal fibrosis,1,0,0,0,0
peritoneal neoplasms,0,0,0,1,0
permeability,0,0,0,0,1
perna,0,0,0,1,0
peroxidase,0,0,0,0,3
peroxides,0,0,0,7,0
peroxisome proliferator-activated receptor gamma coactivator 1-alpha,0,0,0,0,1
persian gulf syndrome,0,0,0,3,0
persistent fetal circulation syndrome,0,0,0,1,0
persistent infection,0,0,0,0,2
persistent vegetative state,1,0,0,0,0
personal autonomy,1,0,0,0,0
personal satisfaction,0,0,0,2,9
personality,1,2,1,2,14
personality development,0,0,0,0,1
personality disorders,2,0,0,1,0
personality inventory,0,1,0,0,0
personhood,4,0,0,0,0
personnel management,3,0,0,0,0
personnel selection,2,0,0,0,0
personnel staffing and scheduling,2,0,0,0,3
personnel turnover,2,0,0,0,0
"personnel, hospital",2,0,0,0,0
persons with disabilities,1,0,0,0,0
persons with hearing disabilities,0,0,0,0,1
persons with visual disabilities,2,0,0,0,1
pertussis vaccine,0,0,0,0,1
pessaries,0,0,0,2,0
pessimism,0,0,0,0,1
pest control,0,0,0,1,0
"pest control, biological",0,0,0,3,0
pesticide residues,1,0,0,1,0
pesticides,1,0,0,2,1
phagocytosis,1,0,0,0,1
"phantoms, imaging",0,0,0,6,2
pharmaceutical preparations,3,1,0,0,8
pharmaceutical services,1,0,0,0,0
pharmaceutical solutions,0,0,0,1,0
pharmacists,1,0,0,0,0
pharmacogenetics,4,1,0,2,15
pharmacogenomic testing,3,1,0,1,2
pharmacogenomic variants,0,2,0,2,9
pharmacokinetics,1,0,0,0,0
pharmacology,0,0,0,0,2
pharyngeal diseases,0,0,1,1,0
pharyngeal neoplasms,0,0,1,0,1
pharyngitis,1,0,0,0,0
phenols,1,0,0,1,1
phenomics,3,1,2,2,40
phenotype,22,5,60,67,786
phenylalanine,0,0,1,0,0
phenylpropionates,0,0,0,1,0
philosophy,2,0,0,0,0
"philosophy, medical",3,0,0,0,0
"philosophy, nursing",1,0,0,0,0
phlebography,0,0,0,2,0
phobic disorders,1,0,0,1,0
phonetics,1,0,0,1,0
phonocardiography,0,0,0,4,0
phosphate-binding proteins,0,0,0,3,0
phosphates,0,0,0,1,4
phosphatidylcholines,0,0,2,0,1
phosphatidylethanolamines,0,0,1,0,0
phosphatidylinositol 3-kinases,0,0,0,2,1
phosphatidylinositols,0,0,1,0,0
phospholipase c gamma,0,0,0,0,1
phospholipases,0,0,0,0,1
"phospholipases a2, calcium-independent",0,0,0,1,7
phospholipid transfer proteins,0,0,0,0,1
phospholipids,0,0,3,1,5
phosphoproteins,0,0,1,2,5
phosphopyruvate hydratase,0,0,0,1,0
phosphoric monoester hydrolases,0,0,1,3,0
phosphorus,0,0,2,1,4
"phosphorus, dietary",1,0,0,0,0
phosphorylation,0,0,0,13,2
phosphothreonine,0,0,0,1,0
phosphotransferases (alcohol group acceptor),0,0,0,1,3
phosphotyrosine,0,0,0,1,0
photic stimulation,1,0,0,2,0
photochemistry,0,0,0,3,0
photochemotherapy,0,0,0,1,0
photography,1,0,0,0,5
photons,0,0,0,1,0
photoperiod,0,0,0,0,5
photoplethysmography,0,0,0,0,3
photoreceptor cells,0,0,0,0,1
"photoreceptor cells, vertebrate",0,0,0,0,2
photosensitivity disorders,0,0,0,1,0
photosensitizing agents,0,0,0,1,0
phototherapy,1,0,0,0,0
phthalic acids,0,0,0,0,1
phylogeny,0,0,0,4,6
phylogeography,0,0,0,0,1
physalaemin,0,0,0,1,0
physical abuse,0,0,0,0,2
"physical appearance, body",0,0,0,0,1
physical chromosome mapping,0,0,0,0,2
physical distancing,2,0,0,0,1
physical examination,2,0,0,0,0
physical exertion,0,0,0,3,1
physical fitness,1,0,1,2,14
physical functional performance,0,0,0,0,4
physical phenomena,0,0,0,0,1
physical therapy modalities,0,0,0,3,0
physical therapy specialty,1,0,0,0,0
physician's role,4,0,0,1,0
physician-patient relations,15,0,0,2,0
physicians,7,0,0,2,2
"physicians, family",1,0,0,0,0
"physicians, women",1,0,0,0,0
physics,1,0,0,0,0
physiology,2,0,0,0,0
phytic acid,0,0,0,1,0
phytosterols,0,0,1,0,2
phytotherapy,1,0,0,2,0
"pigments, biological",1,0,0,0,0
pilonidal sinus,0,0,1,0,0
pilot projects,3,0,1,18,11
pilots,0,0,0,1,0
pioglitazone,0,0,1,0,0
piperazines,0,0,0,3,0
pituitary diseases,0,0,0,0,1
pituitary gland,0,0,0,0,2
pituitary neoplasms,0,0,1,1,1
pituitary-adrenal system,0,0,0,0,1
